week_start_date,season,month,season_week,denv1_cases,denv2_cases,denv3_cases,denv4_cases,other_positive_cases,additional_cases,total_cases,8_wk_rolling_mean,13_wk_rolling_mean
2002-04-16,2001/2002,Apr,51,0,0,0,0,4,2,6,4.25,5.0
2002-04-23,2001/2002,Apr,52,0,0,0,0,1,0,1,3.75,4.769230769230769
2002-04-30,2002/2003,Apr,1,0,0,1,0,2,0,3,3.125,4.076923076923077
2002-05-07,2002/2003,May,2,0,0,1,0,1,0,2,4.0,3.6923076923076925
2002-05-14,2002/2003,May,3,0,0,0,0,2,0,2,3.5,3.3076923076923075
2002-05-21,2002/2003,May,4,0,0,0,0,1,0,1,3.125,3.230769230769231
2002-05-28,2002/2003,May,5,0,0,2,0,6,2,10,3.125,3.1538461538461537
2002-06-04,2002/2003,Jun,6,0,0,0,0,2,1,3,2.875,2.923076923076923
2002-06-11,2002/2003,Jun,7,0,0,1,0,2,0,3,2.875,3.076923076923077
2002-06-18,2002/2003,Jun,8,0,0,0,0,1,0,1,3.375,3.230769230769231
2002-06-25,2002/2003,Jun,9,0,0,0,0,0,1,1,3.625,3.3846153846153846
2002-07-02,2002/2003,Jul,10,0,0,0,0,2,0,2,2.75,3.769230769230769
2002-07-09,2002/2003,Jul,11,0,0,0,0,6,0,6,3.0,4.153846153846154
2002-07-16,2002/2003,Jul,12,0,0,3,0,0,0,3,3.125,3.769230769230769
2002-07-23,2002/2003,Jul,13,0,0,1,0,2,0,3,3.875,4.076923076923077
2002-07-30,2002/2003,Jul,14,0,0,3,0,1,1,5,4.5,4.3076923076923075
2002-08-06,2002/2003,Aug,15,0,1,1,0,2,0,4,4.875,4.538461538461538
2002-08-13,2002/2003,Aug,16,0,0,1,0,6,0,7,5.0,4.769230769230769
2002-08-20,2002/2003,Aug,17,0,0,2,0,3,1,6,5.375,5.153846153846154
2002-08-27,2002/2003,Aug,18,0,0,3,0,1,1,5,5.5,5.384615384615385
2002-09-03,2002/2003,Sep,19,0,0,4,0,3,0,7,5.375,5.538461538461538
2002-09-10,2002/2003,Sep,20,0,0,4,0,2,0,6,5.75,5.6923076923076925
2002-09-17,2002/2003,Sep,21,0,0,2,0,1,1,4,6.0,6.076923076923077
2002-09-24,2002/2003,Sep,22,0,0,1,0,2,1,4,5.875,6.230769230769231
2002-10-01,2002/2003,Oct,23,0,0,1,0,2,4,7,5.875,6.6923076923076925
2002-10-08,2002/2003,Oct,24,0,0,1,0,8,0,9,6.25,6.6923076923076925
2002-10-15,2002/2003,Oct,25,0,0,1,0,4,0,5,6.25,6.6923076923076925
2002-10-22,2002/2003,Oct,26,0,0,1,0,3,1,5,7.375,6.538461538461538
2002-10-29,2002/2003,Oct,27,0,0,1,0,7,2,10,7.625,6.769230769230769
2002-11-05,2002/2003,Nov,28,0,0,2,0,4,0,6,7.375,6.6923076923076925
2002-11-12,2002/2003,Nov,29,0,0,2,0,10,1,13,6.875,6.846153846153846
2002-11-19,2002/2003,Nov,30,0,0,0,0,6,0,6,7.375,7.153846153846154
2002-11-26,2002/2003,Nov,31,0,0,0,0,2,3,5,7.125,7.0
2002-12-03,2002/2003,Dec,32,0,0,2,0,3,0,5,6.625,7.153846153846154
2002-12-10,2002/2003,Dec,33,0,0,4,0,5,0,9,7.25,7.923076923076923
2002-12-17,2002/2003,Dec,34,0,0,1,0,2,0,3,6.5,7.846153846153846
2002-12-24,2002/2003,Dec,35,0,1,0,0,4,1,6,6.625,7.846153846153846
2003-01-01,2002/2003,Jan,36,0,2,1,0,8,0,11,7.875,7.3076923076923075
2003-01-08,2002/2003,Jan,37,0,1,1,0,5,0,7,8.375,7.3076923076923075
2003-01-15,2002/2003,Jan,38,0,0,1,0,5,1,7,8.0,7.461538461538462
2003-01-22,2002/2003,Jan,39,0,0,1,0,12,2,15,8.375,7.846153846153846
2003-01-29,2002/2003,Jan,40,0,1,1,0,7,0,9,8.375,7.769230769230769
2003-02-05,2002/2003,Feb,41,0,0,1,0,4,1,6,7.875,8.076923076923077
2003-02-12,2002/2003,Feb,42,0,0,2,0,4,0,6,8.25,8.538461538461538
2003-02-19,2002/2003,Feb,43,0,0,3,0,3,0,6,8.375,7.923076923076923
2003-02-26,2002/2003,Feb,44,0,0,2,0,5,0,7,7.375,7.538461538461538
2003-03-05,2002/2003,Mar,45,0,0,2,0,7,1,10,7.75,7.538461538461538
2003-03-12,2002/2003,Mar,46,0,0,1,0,7,0,8,7.375,6.769230769230769
2003-03-19,2002/2003,Mar,47,0,0,5,0,2,0,7,6.875,6.461538461538462
2003-03-26,2002/2003,Mar,48,0,1,2,0,7,2,12,7.0,6.538461538461538
2003-04-02,2002/2003,Apr,49,0,0,0,0,3,0,3,6.75,6.615384615384615
2003-04-09,2002/2003,Apr,50,0,0,0,0,2,0,2,6.125,6.6923076923076925
2003-04-16,2002/2003,Apr,51,1,2,1,0,3,0,7,6.0,6.6923076923076925
2003-04-23,2002/2003,Apr,52,0,1,2,0,2,0,5,6.0,6.6923076923076925
2003-04-30,2003/2004,Apr,1,0,0,1,0,4,0,5,5.375,7.076923076923077
2003-05-07,2003/2004,May,2,0,0,2,0,5,0,7,5.875,7.3076923076923075
2003-05-14,2003/2004,May,3,0,0,3,0,4,0,7,6.875,7.461538461538462
2003-05-21,2003/2004,May,4,0,0,2,0,5,0,7,7.625,8.076923076923077
2003-05-28,2003/2004,May,5,0,0,4,0,3,0,7,8.25,9.461538461538462
2003-06-04,2003/2004,Jun,6,0,0,3,0,6,1,10,9.375,10.846153846153847
2003-06-11,2003/2004,Jun,7,0,0,9,0,3,1,13,9.875,11.76923076923077
2003-06-18,2003/2004,Jun,8,0,1,4,0,5,0,10,11.5,12.76923076923077
2003-06-25,2003/2004,Jun,9,0,2,2,0,10,0,14,13.75,14.153846153846153
2003-07-02,2003/2004,Jul,10,0,0,2,0,9,0,11,15.0,15.23076923076923
2003-07-09,2003/2004,Jul,11,0,0,0,0,18,2,20,16.0,17.076923076923077
2003-07-16,2003/2004,Jul,12,0,0,0,0,22,3,25,17.5,19.0
2003-07-23,2003/2004,Jul,13,0,0,2,0,15,0,17,18.875,20.23076923076923
2003-07-30,2003/2004,Jul,14,0,0,3,0,13,2,18,21.0,21.923076923076923
2003-08-06,2003/2004,Aug,15,0,1,9,0,15,0,25,23.625,23.307692307692307
2003-08-13,2003/2004,Aug,16,0,2,5,0,13,1,21,24.375,25.076923076923077
2003-08-20,2003/2004,Aug,17,0,0,9,0,20,2,31,25.625,27.384615384615383
2003-08-27,2003/2004,Aug,18,0,2,7,0,22,1,32,27.0,28.46153846153846
2003-09-03,2003/2004,Sep,19,0,1,3,0,21,1,26,29.375,28.846153846153847
2003-09-10,2003/2004,Sep,20,0,2,5,0,25,3,35,31.375,30.53846153846154
2003-09-17,2003/2004,Sep,21,0,0,5,0,19,4,28,33.0,32.15384615384615
2003-09-24,2003/2004,Sep,22,0,2,10,0,24,1,37,32.875,33.23076923076923
2003-10-01,2003/2004,Oct,23,0,1,10,0,29,1,41,33.75,34.23076923076923
2003-10-08,2003/2004,Oct,24,0,0,6,0,26,2,34,35.375,34.15384615384615
2003-10-15,2003/2004,Oct,25,0,0,9,0,19,2,30,35.875,34.53846153846154
2003-10-22,2003/2004,Oct,26,0,0,10,0,27,2,39,36.625,34.76923076923077
2003-10-29,2003/2004,Oct,27,0,4,9,0,24,2,39,35.75,34.07692307692308
2003-11-05,2003/2004,Nov,28,0,1,4,0,27,7,39,35.25,33.07692307692308
2003-11-12,2003/2004,Nov,29,0,0,2,0,28,4,34,34.625,31.923076923076923
2003-11-19,2003/2004,Nov,30,0,0,3,0,19,8,30,34.125,29.923076923076923
2003-11-26,2003/2004,Nov,31,0,0,2,0,23,12,37,31.125,28.846153846153847
2003-12-03,2003/2004,Dec,32,0,1,6,0,17,5,29,29.0,27.615384615384617
2003-12-10,2003/2004,Dec,33,0,2,4,0,15,5,26,26.0,25.384615384615383
2003-12-17,2003/2004,Dec,34,0,2,1,0,7,5,15,24.25,24.0
2003-12-24,2003/2004,Dec,35,0,2,6,0,8,6,22,22.25,22.076923076923077
2004-01-01,2003/2004,Jan,36,0,3,2,0,8,2,15,18.875,20.53846153846154
2004-01-08,2003/2004,Jan,37,0,1,5,0,10,4,20,17.875,18.923076923076923
2004-01-15,2003/2004,Jan,38,0,1,4,0,6,3,14,16.375,16.923076923076923
2004-01-22,2003/2004,Jan,39,0,2,2,0,6,0,10,16.25,15.076923076923077
2004-01-29,2003/2004,Jan,40,0,0,6,0,14,1,21,14.625,13.538461538461538
2004-02-05,2003/2004,Feb,41,0,1,3,0,5,5,14,14.125,12.923076923076923
2004-02-12,2003/2004,Feb,42,0,0,4,0,8,2,14,12.25,12.076923076923077
2004-02-19,2003/2004,Feb,43,0,0,4,0,4,1,9,11.25,11.23076923076923
2004-02-26,2003/2004,Feb,44,0,2,4,0,5,0,11,10.875,9.923076923076923
2004-03-04,2003/2004,Mar,45,0,1,1,0,3,0,5,9.625,9.0
2004-03-11,2003/2004,Mar,46,0,2,1,0,3,0,6,8.375,8.692307692307692
2004-03-18,2003/2004,Mar,47,0,0,1,0,6,0,7,7.0,7.846153846153846
2004-03-25,2003/2004,Mar,48,0,3,3,0,5,0,11,6.125,7.3076923076923075
2004-04-01,2003/2004,Apr,49,0,0,0,0,4,0,4,5.5,6.615384615384615
2004-04-08,2003/2004,Apr,50,0,1,1,0,1,0,3,6.125,6.153846153846154
2004-04-15,2003/2004,Apr,51,0,0,1,0,1,0,2,6.25,6.230769230769231
2004-04-22,2003/2004,Apr,52,0,2,1,0,2,1,6,6.0,6.846153846153846
2004-04-29,2004/2005,Apr,1,0,3,2,0,4,1,10,5.0,7.153846153846154
2004-05-06,2004/2005,May,2,0,1,0,0,5,1,7,6.0,7.615384615384615
2004-05-13,2004/2005,May,3,0,1,2,0,2,0,5,7.25,7.769230769230769
2004-05-20,2004/2005,May,4,0,0,0,0,3,0,3,8.25,8.076923076923077
2004-05-27,2004/2005,May,5,0,1,3,0,7,1,12,9.125,9.461538461538462
2004-06-03,2004/2005,Jun,6,0,1,0,0,11,1,13,9.5,10.692307692307692
2004-06-10,2004/2005,Jun,7,0,0,1,0,9,0,10,9.625,10.846153846153847
2004-06-17,2004/2005,Jun,8,0,2,3,0,6,2,13,11.625,10.615384615384615
2004-06-24,2004/2005,Jun,9,0,2,1,0,8,2,13,13.5,11.615384615384615
2004-07-01,2004/2005,Jul,10,0,0,3,0,5,0,8,13.0,12.307692307692308
2004-07-08,2004/2005,Jul,11,0,1,1,0,17,2,21,12.25,13.153846153846153
2004-07-15,2004/2005,Jul,12,0,2,1,0,15,0,18,13.5,12.76923076923077
2004-07-22,2004/2005,Jul,13,0,0,0,0,8,0,8,13.625,12.846153846153847
2004-07-29,2004/2005,Jul,14,0,1,1,0,5,0,7,13.75,12.846153846153847
2004-08-05,2004/2005,Aug,15,0,5,1,0,14,0,20,13.625,12.846153846153847
2004-08-12,2004/2005,Aug,16,0,1,1,0,12,0,14,12.75,13.923076923076923
2004-08-19,2004/2005,Aug,17,0,4,2,0,8,0,14,11.75,14.307692307692308
2004-08-26,2004/2005,Aug,18,0,3,2,0,2,0,7,12.375,14.076923076923077
2004-09-02,2004/2005,Sep,19,0,3,1,0,8,2,14,14.875,13.923076923076923
2004-09-09,2004/2005,Sep,20,0,2,1,0,7,0,10,14.0,14.538461538461538
2004-09-16,2004/2005,Sep,21,0,1,2,0,6,4,13,14.5,15.538461538461538
2004-09-23,2004/2005,Sep,22,0,4,2,0,18,3,27,14.75,15.307692307692308
2004-09-30,2004/2005,Sep,23,0,2,1,0,9,1,13,15.875,14.538461538461538
2004-10-07,2004/2005,Oct,24,0,5,2,0,10,1,18,16.625,14.615384615384615
2004-10-14,2004/2005,Oct,25,0,2,3,0,10,1,16,17.5,14.692307692307692
2004-10-21,2004/2005,Oct,26,0,4,1,0,8,3,16,16.375,14.076923076923077
2004-10-28,2004/2005,Oct,27,0,4,3,0,13,0,20,14.875,14.23076923076923
2004-11-04,2004/2005,Nov,28,0,3,2,0,11,1,17,14.25,14.384615384615385
2004-11-11,2004/2005,Nov,29,0,1,1,0,2,0,4,12.75,13.153846153846153
2004-11-18,2004/2005,Nov,30,0,3,0,0,11,1,15,12.25,12.923076923076923
2004-11-25,2004/2005,Nov,31,0,1,0,0,6,1,8,12.125,12.692307692307692
2004-12-02,2004/2005,Dec,32,0,1,0,0,5,0,6,11.0,12.76923076923077
2004-12-09,2004/2005,Dec,33,0,1,1,0,10,0,12,10.125,12.076923076923077
2004-12-16,2004/2005,Dec,34,0,2,1,0,12,0,15,11.5,11.076923076923077
2004-12-23,2004/2005,Dec,35,0,3,1,0,7,0,11,11.75,10.384615384615385
2005-01-01,2004/2005,Jan,36,0,2,2,0,5,1,10,11.625,10.76923076923077
2005-01-08,2004/2005,Jan,37,0,5,0,0,8,2,15,11.75,10.538461538461538
2005-01-15,2004/2005,Jan,38,0,2,2,0,12,1,17,11.25,10.846153846153847
2005-01-22,2004/2005,Jan,39,0,3,1,0,2,1,7,10.5,10.76923076923077
2005-01-29,2004/2005,Jan,40,0,2,1,0,4,0,7,10.625,10.153846153846153
2005-02-05,2004/2005,Feb,41,0,2,0,0,6,0,8,10.875,9.846153846153847
2005-02-12,2004/2005,Feb,42,0,3,1,0,5,0,9,9.625,9.307692307692308
2005-02-19,2004/2005,Feb,43,0,1,0,0,10,1,12,8.0,8.923076923076923
2005-02-26,2004/2005,Feb,44,0,2,0,0,9,1,12,8.5,8.307692307692308
2005-03-05,2004/2005,Mar,45,0,1,0,0,4,0,5,8.125,7.076923076923077
2005-03-12,2004/2005,Mar,46,0,1,1,0,2,0,4,7.75,6.615384615384615
2005-03-19,2004/2005,Mar,47,0,1,0,0,8,2,11,7.5,6.384615384615385
2005-03-26,2004/2005,Mar,48,0,1,0,0,3,0,4,6.125,5.923076923076923
2005-04-02,2004/2005,Apr,49,0,1,0,0,3,1,5,4.75,5.6923076923076925
2005-04-09,2004/2005,Apr,50,0,3,0,0,4,0,7,4.625,5.0
2005-04-16,2004/2005,Apr,51,0,0,0,0,1,0,1,4.375,4.384615384615385
2005-04-23,2004/2005,Apr,52,0,1,0,0,0,0,1,3.75,4.769230769230769
2005-04-30,2005/2006,Apr,1,0,2,0,0,2,0,4,3.625,5.384615384615385
2005-05-07,2005/2006,May,2,0,0,0,0,1,1,2,3.5,6.153846153846154
2005-05-14,2005/2006,May,3,0,3,0,0,2,1,6,3.875,7.846153846153846
2005-05-21,2005/2006,May,4,0,0,0,0,3,0,3,5.25,9.076923076923077
2005-05-28,2005/2006,May,5,0,1,0,0,3,0,4,7.75,10.846153846153847
2005-06-04,2005/2006,Jun,6,0,3,1,0,6,0,10,10.5,14.23076923076923
2005-06-11,2005/2006,Jun,7,0,3,0,0,9,0,12,12.875,18.46153846153846
2005-06-18,2005/2006,Jun,8,0,6,1,0,13,1,21,15.875,23.923076923076923
2005-06-25,2005/2006,Jun,9,0,8,0,0,15,3,26,21.125,30.153846153846153
2005-07-02,2005/2006,Jul,10,0,6,1,0,13,1,21,27.625,36.0
2005-07-09,2005/2006,Jul,11,0,6,0,0,21,3,30,35.75,45.46153846153846
2005-07-16,2005/2006,Jul,12,0,5,0,0,37,3,45,44.625,54.30769230769231
2005-07-23,2005/2006,Jul,13,0,5,1,0,45,5,56,52.25,64.07692307692308
2005-07-30,2005/2006,Jul,14,0,9,2,0,60,4,75,64.75,73.23076923076923
2005-08-06,2005/2006,Aug,15,0,20,1,0,58,4,83,77.0,80.23076923076923
2005-08-13,2005/2006,Aug,16,0,12,2,0,60,8,82,90.375,84.53846153846153
2005-08-20,2005/2006,Aug,17,0,13,3,0,93,17,126,101.125,88.53846153846153
2005-08-27,2005/2006,Aug,18,0,17,1,0,80,21,119,108.125,89.53846153846153
2005-09-03,2005/2006,Sep,19,0,20,7,0,92,18,137,109.0,90.3076923076923
2005-09-10,2005/2006,Sep,20,0,30,3,0,88,10,131,107.75,90.23076923076923
2005-09-17,2005/2006,Sep,21,0,27,2,0,71,12,112,102.875,88.53846153846153
2005-09-24,2005/2006,Sep,22,0,14,6,0,54,8,82,94.0,85.6923076923077
2005-10-01,2005/2006,Oct,23,0,15,2,0,53,3,73,86.0,82.6923076923077
2005-10-08,2005/2006,Oct,24,0,7,2,0,33,1,43,75.5,75.23076923076923
2005-10-15,2005/2006,Oct,25,0,9,2,0,44,0,55,64.875,67.76923076923077
2005-10-22,2005/2006,Oct,26,0,16,4,1,32,2,55,56.25,59.23076923076923
2005-10-29,2005/2006,Oct,27,0,8,4,0,39,2,53,49.625,50.15384615384615
2005-11-05,2005/2006,Nov,28,0,9,0,0,34,3,46,43.25,42.84615384615385
2005-11-12,2005/2006,Nov,29,0,8,0,0,28,7,43,41.125,37.15384615384615
2005-11-19,2005/2006,Nov,30,0,4,0,0,25,0,29,35.875,32.53846153846154
2005-11-26,2005/2006,Nov,31,0,8,2,0,12,0,22,31.125,30.0
2005-12-03,2005/2006,Dec,32,0,12,1,0,11,2,26,25.5,27.076923076923077
2005-12-10,2005/2006,Dec,33,0,6,0,0,7,0,13,21.375,24.307692307692307
2005-12-17,2005/2006,Dec,34,0,10,1,0,6,0,17,17.25,20.923076923076923
2005-12-24,2005/2006,Dec,35,0,3,0,0,5,0,8,15.75,18.076923076923077
2006-01-01,2005/2006,Jan,36,0,4,1,0,8,0,13,15.375,15.461538461538462
2006-01-08,2005/2006,Jan,37,0,3,0,0,7,0,10,13.25,13.461538461538462
2006-01-15,2005/2006,Jan,38,0,8,0,0,8,1,17,12.75,12.307692307692308
2006-01-22,2005/2006,Jan,39,0,11,2,0,6,0,19,11.75,10.846153846153847
2006-01-29,2005/2006,Jan,40,0,4,1,0,4,0,9,11.125,9.846153846153847
2006-02-05,2005/2006,Feb,41,0,3,1,0,4,1,9,10.375,8.692307692307692
2006-02-12,2005/2006,Feb,42,0,4,1,0,4,0,9,10.0,8.307692307692308
2006-02-19,2005/2006,Feb,43,0,2,1,0,0,0,3,7.875,7.538461538461538
2006-02-26,2005/2006,Feb,44,0,6,0,0,0,1,7,5.75,6.846153846153846
2006-03-05,2005/2006,Mar,45,0,2,2,0,3,0,7,5.0,5.769230769230769
2006-03-12,2005/2006,Mar,46,0,0,0,0,0,0,0,4.25,4.538461538461538
2006-03-19,2005/2006,Mar,47,0,0,0,0,1,1,2,3.25,4.076923076923077
2006-03-26,2005/2006,Mar,48,0,1,1,0,1,0,3,3.25,3.923076923076923
2006-04-02,2005/2006,Apr,49,0,2,0,0,1,0,3,2.75,3.4615384615384617
2006-04-09,2005/2006,Apr,50,0,0,1,0,0,0,1,2.25,3.6153846153846154
2006-04-16,2005/2006,Apr,51,0,1,0,0,2,0,3,3.125,3.923076923076923
2006-04-23,2005/2006,Apr,52,0,2,0,0,1,0,3,3.25,3.769230769230769
2006-04-30,2006/2007,Apr,1,0,2,0,0,1,0,3,3.5,4.153846153846154
2006-05-07,2006/2007,May,2,0,2,0,0,4,1,7,4.5,4.461538461538462
2006-05-14,2006/2007,May,3,0,1,0,0,2,0,3,5.0,4.6923076923076925
2006-05-21,2006/2007,May,4,0,1,0,0,3,1,5,5.25,4.769230769230769
2006-05-28,2006/2007,May,5,0,3,2,0,5,1,11,5.625,5.0
2006-06-04,2006/2007,Jun,6,0,1,0,0,4,0,5,6.0,5.384615384615385
2006-06-11,2006/2007,Jun,7,0,1,0,0,4,0,5,5.625,6.230769230769231
2006-06-18,2006/2007,Jun,8,0,3,1,0,2,0,6,5.75,6.923076923076923
2006-06-25,2006/2007,Jun,9,0,2,1,0,3,0,6,6.125,7.615384615384615
2006-07-02,2006/2007,Jul,10,0,0,0,0,4,0,4,6.5,8.153846153846153
2006-07-09,2006/2007,Jul,11,0,3,0,0,1,0,4,7.375,9.0
2006-07-16,2006/2007,Jul,12,0,2,0,0,6,0,8,8.75,9.538461538461538
2006-07-23,2006/2007,Jul,13,0,6,4,0,4,0,14,9.25,10.307692307692308
2006-07-30,2006/2007,Jul,14,0,3,3,0,6,0,12,10.5,11.692307692307692
2006-08-06,2006/2007,Aug,15,0,7,0,0,8,1,16,12.25,12.538461538461538
2006-08-13,2006/2007,Aug,16,0,2,0,0,8,0,10,13.625,14.615384615384615
2006-08-20,2006/2007,Aug,17,0,5,3,0,8,0,16,15.5,15.461538461538462
2006-08-27,2006/2007,Aug,18,0,4,5,0,7,2,18,15.875,16.153846153846153
2006-09-03,2006/2007,Sep,19,0,5,1,1,6,2,15,18.5,16.384615384615383
2006-09-10,2006/2007,Sep,20,0,3,7,0,12,1,23,18.375,16.384615384615383
2006-09-17,2006/2007,Sep,21,0,7,4,0,6,0,17,18.75,16.76923076923077
2006-09-24,2006/2007,Sep,22,0,12,6,0,13,2,33,18.125,17.0
2006-10-01,2006/2007,Oct,23,0,4,3,0,8,0,15,17.625,17.76923076923077
2006-10-08,2006/2007,Oct,24,0,4,5,0,3,1,13,17.875,17.46153846153846
2006-10-15,2006/2007,Oct,25,0,5,2,0,4,0,11,17.375,17.692307692307693
2006-10-22,2006/2007,Oct,26,1,6,2,0,4,1,14,17.75,17.076923076923077
2006-10-29,2006/2007,Oct,27,0,1,5,0,11,0,17,15.125,16.76923076923077
2006-11-05,2006/2007,Nov,28,0,5,5,0,8,1,19,15.875,16.23076923076923
2006-11-12,2006/2007,Nov,29,0,5,4,1,9,1,20,15.125,14.692307692307692
2006-11-19,2006/2007,Nov,30,0,4,1,0,7,0,12,16.125,14.307692307692308
2006-11-26,2006/2007,Nov,31,0,6,6,0,9,0,21,15.625,13.923076923076923
2006-12-03,2006/2007,Dec,32,0,3,3,0,1,0,7,15.125,14.692307692307692
2006-12-10,2006/2007,Dec,33,0,2,6,0,10,1,19,14.0,14.461538461538462
2006-12-17,2006/2007,Dec,34,0,2,4,0,2,2,10,12.5,13.846153846153847
2006-12-24,2006/2007,Dec,35,0,2,5,0,5,1,13,13.625,13.461538461538462
2007-01-01,2006/2007,Jan,36,0,1,5,0,4,0,10,12.375,13.0
2007-01-08,2006/2007,Jan,37,0,1,2,0,3,2,8,12.625,13.23076923076923
2007-01-15,2006/2007,Jan,38,0,3,6,0,10,2,21,12.0,13.0
2007-01-22,2006/2007,Jan,39,0,5,1,1,3,1,11,12.5,13.692307692307692
2007-01-29,2006/2007,Jan,40,0,2,2,0,4,1,9,12.75,13.153846153846153
2007-02-05,2006/2007,Feb,41,0,4,5,0,5,0,14,13.75,13.923076923076923
2007-02-12,2006/2007,Feb,42,0,6,4,0,4,0,14,14.75,13.538461538461538
2007-02-19,2006/2007,Feb,43,0,3,7,0,5,0,15,13.625,13.0
2007-02-26,2006/2007,Feb,44,0,4,8,0,5,1,18,14.75,13.384615384615385
2007-03-05,2006/2007,Mar,45,0,3,7,0,6,0,16,14.625,12.076923076923077
2007-03-12,2006/2007,Mar,46,0,5,0,0,6,1,12,13.25,11.307692307692308
2007-03-19,2006/2007,Mar,47,0,7,4,0,8,1,20,13.125,11.384615384615385
2007-03-26,2006/2007,Mar,48,0,3,1,0,4,0,8,11.75,10.923076923076923
2007-04-02,2006/2007,Apr,49,0,0,1,0,2,0,3,9.625,10.846153846153847
2007-04-09,2006/2007,Apr,50,0,2,2,0,8,1,13,8.875,10.461538461538462
2007-04-16,2006/2007,Apr,51,0,1,1,0,2,0,4,8.375,10.692307692307692
2007-04-23,2006/2007,Apr,52,0,0,0,0,1,0,1,7.5,10.846153846153847
2007-04-30,2007/2008,Apr,1,0,6,0,0,4,0,10,7.75,11.538461538461538
2007-05-07,2007/2008,May,2,0,3,3,0,2,0,8,10.0,12.615384615384615
2007-05-14,2007/2008,May,3,0,0,6,0,7,0,13,10.625,13.923076923076923
2007-05-21,2007/2008,May,4,0,0,4,0,6,0,10,12.75,16.307692307692307
2007-05-28,2007/2008,May,5,0,1,13,0,6,1,21,16.875,17.846153846153847
2007-06-04,2007/2008,Jun,6,0,3,7,0,7,1,18,18.75,20.615384615384617
2007-06-11,2007/2008,Jun,7,0,4,7,0,9,1,21,22.0,23.76923076923077
2007-06-18,2007/2008,Jun,8,0,6,13,0,12,3,34,24.5,25.76923076923077
2007-06-25,2007/2008,Jun,9,0,4,4,1,13,3,25,28.25,30.692307692307693
2007-07-02,2007/2008,Jul,10,2,3,9,0,18,2,34,30.875,35.46153846153846
2007-07-09,2007/2008,Jul,11,1,6,11,1,11,3,33,33.125,40.53846153846154
2007-07-16,2007/2008,Jul,12,2,7,21,0,9,1,40,39.5,46.0
2007-07-23,2007/2008,Jul,13,5,10,20,0,6,1,42,44.625,50.07692307692308
2007-07-30,2007/2008,Jul,14,0,3,23,0,7,3,36,51.0,57.07692307692308
2007-08-06,2007/2008,Aug,15,2,9,35,0,23,3,72,58.25,62.61538461538461
2007-08-13,2007/2008,Aug,16,8,14,28,2,21,2,75,63.0,68.46153846153847
2007-08-20,2007/2008,Aug,17,5,14,34,3,19,1,76,72.0,78.92307692307692
2007-08-27,2007/2008,Aug,18,7,6,53,5,16,5,92,80.0,86.76923076923077
2007-09-03,2007/2008,Sep,19,6,14,34,1,12,4,71,88.125,91.84615384615384
2007-09-10,2007/2008,Sep,20,10,13,58,1,26,4,112,100.375,93.84615384615384
2007-09-17,2007/2008,Sep,21,9,6,52,0,37,2,106,107.875,94.76923076923077
2007-09-24,2007/2008,Sep,22,6,15,48,1,27,4,101,111.625,92.92307692307692
2007-10-01,2007/2008,Oct,23,13,23,74,3,45,12,170,108.625,89.15384615384616
2007-10-08,2007/2008,Oct,24,7,19,59,0,45,5,135,105.75,85.84615384615384
2007-10-15,2007/2008,Oct,25,10,13,41,0,37,5,106,97.75,81.0
2007-10-22,2007/2008,Oct,26,7,6,25,3,20,7,68,87.75,76.84615384615384
2007-10-29,2007/2008,Oct,27,2,4,8,0,29,5,48,79.25,69.15384615384616
2007-11-05,2007/2008,Nov,28,2,5,27,0,12,2,48,61.625,62.0
2007-11-12,2007/2008,Nov,29,0,0,9,0,15,2,26,46.875,55.53846153846154
2007-11-19,2007/2008,Nov,30,1,2,8,0,17,5,33,35.125,43.61538461538461
2007-11-26,2007/2008,Nov,31,3,0,10,0,16,0,29,28.25,34.30769230769231
2007-12-03,2007/2008,Dec,32,1,1,4,0,11,0,17,24.375,27.307692307692307
2007-12-10,2007/2008,Dec,33,0,0,1,0,10,1,12,20.25,22.846153846153847
2007-12-17,2007/2008,Dec,34,2,0,1,1,9,0,13,18.75,19.846153846153847
2007-12-24,2007/2008,Dec,35,1,0,1,1,12,2,17,16.5,16.307692307692307
2008-01-01,2007/2008,Jan,36,0,2,2,0,11,0,15,14.125,14.76923076923077
2008-01-08,2007/2008,Jan,37,1,1,6,0,6,0,14,13.125,12.846153846153847
2008-01-15,2007/2008,Jan,38,2,0,5,0,8,0,15,11.875,11.0
2008-01-22,2007/2008,Jan,39,1,0,6,0,3,0,10,11.0,9.76923076923077
2008-01-29,2007/2008,Jan,40,1,0,2,0,6,0,9,9.875,9.0
2008-02-05,2007/2008,Feb,41,1,0,0,0,1,0,2,8.625,8.23076923076923
2008-02-12,2007/2008,Feb,42,1,0,1,0,4,0,6,7.0,7.230769230769231
2008-02-19,2007/2008,Feb,43,1,0,1,0,6,0,8,5.375,6.3076923076923075
2008-02-26,2007/2008,Feb,44,1,0,1,0,3,0,5,4.5,5.3076923076923075
2008-03-04,2007/2008,Mar,45,1,0,0,0,0,0,1,3.875,4.384615384615385
2008-03-11,2007/2008,Mar,46,1,0,0,0,1,0,2,4.0,4.0
2008-03-18,2007/2008,Mar,47,0,0,2,0,1,0,3,3.375,3.4615384615384617
2008-03-25,2007/2008,Mar,48,0,1,1,0,2,0,4,2.75,3.5384615384615383
2008-04-01,2007/2008,Apr,49,0,0,0,0,2,1,3,2.75,3.230769230769231
